NO,FOOD_NAME,FOOD_TYPE,AMOUNT_PER_SERVINGS,UNIT,KCAL,PROTEIN,FAT,CARBOHYDRATE
1668,바닐라(라지),아이스크림류,450,mL,1017,5,0,0
1669,리코타치즈(싱글),아이스크림류,90,mL,214,3,0,0
1670,리코타치즈(더블),아이스크림류,180,mL,428,5,0,0
1671,리코타치즈(스몰),아이스크림류,270,mL,643,8,0,0
1672,리코타치즈(라지),아이스크림류,450,mL,1071,14,0,0
1673,다크초콜릿(싱글),아이스크림류,90,mL,187,3,0,0
1674,다크초콜릿(더블),아이스크림류,180,mL,374,7,0,0
1675,다크초콜릿(스몰),아이스크림류,270,mL,560,10,0,0
1676,다크초콜릿(라지),아이스크림류,450,mL,934,17,0,0
1677,망고(싱글),아이스크림류,90,mL,119,1,0,0
1678,망고(더블),아이스크림류,180,mL,238,2,0,0
1679,망고(스몰),아이스크림류,270,mL,356,3,0,0
1680,망고(라지),아이스크림류,450,mL,594,5,0,0
1681,그린티(싱글),아이스크림류,90,mL,171,3,0,0
1682,그린티(더블),아이스크림류,180,mL,342,6,0,0
1683,그린티(스몰),아이스크림류,270,mL,513,8,0,0
1684,그린티(라지),아이스크림류,450,mL,855,14,0,0
1685,에스프레소(싱글),아이스크림류,90,mL,140,3,0,0
1686,에스프레소(더블),아이스크림류,180,mL,279,5,0,0
1687,에스프레소(스몰),아이스크림류,270,mL,419,8,0,0
1688,에스프레소(라지),아이스크림류,450,mL,698,13,0,0
1689,요거트(싱글),아이스크림류,90,mL,140,2,0,0
1690,요거트(더블),아이스크림류,180,mL,280,5,0,0
1691,요거트(스몰),아이스크림류,270,mL,420,7,0,0
1692,요거트(라지),아이스크림류,450,mL,700,12,0,0
1693,밤페스츄리와플(단품),기타 빵류,94,g,355,5,0,0
1694,밤페스츄리와플(플레이트),기타 빵류,132,g,479,6,0,0
1695,카페 아메리카노 tall(hot/iced),커피류,369,mL,5,0,0,0
1696,카페 아메리카노 grande(hot),커피류,510,mL,10,0,0,0
1697,카페 아메리카노 grande(iced),커피류,454,mL,10,0,0,0
1698,카페 아메리카노 venti(hot/iced),커피류,680,mL,15,0,0,0
1699,카페라떼 tall (hot),커피류,369,mL,178.75,7.5,10,12.5
1700,카페라떼 tall (iced),커피류,397,mL,111.25,4.5,6,7.5
1701,카페라떼 grande (hot),커피류,510,mL,239.5,10.2,13.6,17
1702,카페라떼 grande (iced),커피류,454,mL,172,7.2,9.6,12
1703,카페라떼 venti (hot),커피류,680,mL,325.5,13.8,18.4,23
1704,카페라떼 venti (iced),커피류,680,mL,204,8.4,11.2,14
1705,캬라멜 마끼아또 tall (hot),커피류,369,mL,220.8,6.35,8.23,29.34
1706,캬라멜 마끼아또 tall (iced),커피류,397,mL,200.6,5.21,6.68,28.86
1707,캬라멜 마끼아또 grande (hot),커피류,510,mL,308.35,8.58,11.1,41.37
1708,캬라멜 마끼아또 grande (iced),커피류,454,mL,274.65,6.84,8.75,39.89
1709,캬라멜 마끼아또 venti (hot),커피류,680,mL,412.75,11.68,15.15,54.14
1710,캬라멜 마끼아또 venti (iced),커피류,680,mL,331.64,7.84,10,49.16
1711,카푸치노 tall (hot),커피류,369,mL,64,2.4,3.2,4
1712,카푸치노 tall (iced),커피류,397,mL,91,3.6,4.8,6
1713,카푸치노 grande (hot),커피류,510,mL,104.5,4.2,5.6,7
1714,카푸치노 grande (iced),커피류,454,mL,151.75,6.3,8.4,10.5
1715,카푸치노 venti (hot),커피류,680,mL,136.5,5.4,7.2,9
1716,카푸치노 venti (iced),커피류,680,mL,183.75,7.5,10,12.5
1717,바닐라 라떼 tall (hot),커피류,369,mL,229.05,7.1,9.3,27.04
1718,바닐라 라떼 tall (iced),커피류,397,mL,161.55,4.1,5.3,22.04
1719,바닐라 라떼 grande (hot),커피류,510,mL,314.95,9.6,12.55,38.81
1720,바닐라 라떼 grande (iced),커피류,454,mL,247.45,6.6,8.55,33.81
1721,바닐라 라떼 venti (hot),커피류,680,mL,426.1,13,17,52.08
1722,바닐라 라떼 venti (iced),커피류,680,mL,304.6,7.6,9.8,43.08
1723,헤이즐넛 라떼 tall (hot),커피류,369,mL,231.05,7.1,9.3,27.72
1724,헤이즐넛 라떼 tall (iced),커피류,397,mL,1463.5,4.1,5.3,22.72
1725,헤이즐넛 라떼 grande (hot),커피류,510,mL,317.95,9.6,12.55,39.83
1726,헤이즐넛 라떼 grande (iced),커피류,454,mL,250.45,6.6,8.55,34.83
1727,헤이즐넛 라떼 venti (hot),커피류,680,mL,430.1,13,17,53.44
1728,헤이즐넛 라떼 venti (iced),커피류,680,mL,308.6,7.6,9.8,44.44
1729,카페모카 tall (hot),커피류,369,mL,420.38,11.49,21.24,44.66
1730,카페모카 tall (iced),커피류,397,mL,323.52,6.52,16.1,369.56
1731,카페모카 grande (hot),커피류,510,mL,474.86,12.07,22.41,53.65
1732,카페모카 grande (iced),커피류,454,mL,461.46,9.21,23.64,49.53
1733,카페모카 venti (hot),커피류,680,mL,518.61,12.57,22.58,62.4
1734,카페모카 venti (iced),커피류,680,mL,486.71,10.11,24.84,51.03
1735,시나몬 카페모카 tall (hot),커피류,369,mL,370.38,9.24,18.97,39.16
1736,시나몬 카페모카 tall (iced),커피류,397,mL,320.77,6.37,16.62,34.56
1737,시나몬 카페모카 grande (hot),커피류,510,mL,459.86,11.12,22.06,51.2
1738,시나몬 카페모카 grande (iced),커피류,454,mL,459.96,8.86,24.09,48.08
1739,시나몬 카페모카 venti (hot),커피류,680,mL,579.11,14.72,26.56,66
1740,시나몬 카페모카 venti (iced),커피류,680,mL,531.96,10.36,25.79,59.38
1741,그린민트 카페모카 tall (hot),커피류,369,mL,379.49,9.09,19.77,110.5
1742,그린민트 카페모카 tall (iced),커피류,397,mL,336.63,6.52,17.82,106.45
1743,그린민트 카페모카 grande (hot),커피류,510,mL,494.43,11.09,23.37,198.1
1744,그린민트 카페모카 grande (iced),커피류,454,mL,487.78,8.53,25,194.49
1745,그린민트 카페모카 venti (hot),커피류,680,mL,632.39,14.51,27.98,287.9
1746,그린민트 카페모카 venti (iced),커피류,680,mL,571.74,9.55,26.41,280.31
1747,핫 초콜릿 tall (hot),커피류,369,mL,429.83,10.79,19.79,51.23
1748,핫 초콜릿 tall (iced),커피류,397,mL,386.97,8.22,17.84,47.13
1749,핫 초콜릿 grande (hot),커피류,510,mL,565.31,13.97,23.93,72.47
1750,핫 초콜릿 grande (iced),커피류,454,mL,565.41,11.71,25.96,69.35
1751,핫 초콜릿 venti (hot),커피류,680,mL,730.56,18.87,29.48,96.47
1752,핫 초콜릿 venti (iced),커피류,680,mL,644.66,14.01,28.53,81.1
1753,시나몬 초콜릿 tall (hot),커피류,369,mL,428.33,10.44,20.24,49.78
1754,시나몬 초콜릿 tall (iced),커피류,397,mL,378.72,7.57,17.89,45.18
1755,시나몬 초콜릿 grande (hot),커피류,510,mL,533.06,13.22,24.583,63.32
1756,시나몬 초콜릿 grande (iced),커피류,454,mL,533.16,10.96,26.56,60.2
1757,시나몬 초콜릿 venti (hot),커피류,680,mL,667.56,17.72,30.23,79.62
1758,시나몬 초콜릿 venti (iced),커피류,680,mL,613.66,13.06,29.06,72.5
1759,그린민트 초콜릿 tall (hot),커피류,369,mL,431.04,10.28,21.49,125.84
1760,그린민트 초콜릿 tall (iced),커피류,397,mL,395.02,8.01,19.95,122.24
1761,그린민트 초콜릿 grande (hot),커피류,510,mL,561.32,13.18,26.29,214.9
1762,그린민트 초콜릿 grande (iced),커피류,454,mL,568.16,11.22,28.72,212.28
1763,그린민트 초콜릿 venti (hot),커피류,680,mL,721.28,17.8,32.5,306.72
1764,그린민트 초콜릿 venti (iced),커피류,680,mL,660.62,12.84,30.93,299.1
1765,그린라떼 tall (hot),커피류,369,mL,296.3,9.2,11.83,38.65
1766,그린라떼 tall (iced),커피류,397,mL,228.8,6.2,7.825,33.65
1767,그린라떼 grande (hot),커피류,510,mL,397.27,12.1,15.52,52.81
1768,그린라떼 grande (iced),커피류,454,mL,336.52,9.4,11.92,48.31
1769,그린라떼 venti (hot),커피류,680,mL,538.74,16.8,21.61,69.97
1770,그린라떼 venti (iced),커피류,680,mL,410.49,11.1,14.01,60.47
1771,밀크티 로열 tall (hot),차류,369,mL,340.89,5.49,12.11,52.99
1772,밀크티 로열 tall (iced),차류,397,mL,340.89,5.49,12.11,52.99
1773,밀크티 로열 grande (hot),차류,510,mL,418.21,7.17,15.22,63.76
1774,밀크티 로열 grande (iced),차류,454,mL,431.71,7.77,16.02,64.76
1775,밀크티 로열 venti (hot),차류,680,mL,498.53,8.85,18.33,74.53
1776,밀크티 로열 venti (iced),차류,680,mL,509.03,9.45,19.13,75.53
1777,군고구마 라떼 tall (hot),커피류,369,mL,310.9,9.79,13.28,38.41
1778,군고구마 라떼 tall (iced),커피류,397,mL,243.4,6.79,9.28,33.41
1779,블랙 티 얼 그레이 tall (hot),차류,369,mL,0,0,0,0
1780,블랙 티 얼 그레이 tall (iced),차류,397,mL,0,0,0,0
1781,블랙 티 얼 그레이 grande (hot),차류,510,mL,0,0,0,0
1782,블랙 티 얼 그레이 grande (iced),차류,454,mL,0,0,0,0
1783,블랙 티 잉글리쉬 블랙퍼스트 tall (hot),차류,369,mL,0.009,0,0,0.002
1784,블랙 티 잉글리쉬 블랙퍼스트 tall (iced),차류,397,mL,0.009,0,0,0.002
1785,블랙 티 잉글리쉬 블랙퍼스트 grande (hot),차류,510,mL,0.018,0,0,0.004
1786,블랙 티 잉글리쉬 블랙퍼스트 grande (iced),차류,454,mL,0.018,0,0,0.004
1787,허브 티 캐모마일 tall (hot),차류,369,mL,0.01,0,0,0
1788,허브 티 캐모마일 tall (iced),차류,397,mL,0.01,0,0,0
1789,허브 티 캐모마일 grande (hot),차류,510,mL,0.02,0,0,0
1790,허브 티 캐모마일 grande (iced),차류,454,mL,0.02,0,0,0
1791,허브 티 페퍼민트 tall (hot),차류,369,mL,0.01,0,0,0
1792,허브 티 페퍼민트 tall (iced),차류,397,mL,0.01,0,0,0
1793,허브 티 페퍼민트 grande (hot),차류,510,mL,0.02,0,0,0
1794,허브 티 페퍼민트 grande (iced),차류,454,mL,0.02,0,0,0
1795,허브 티 로즈마리 tall (hot),차류,369,mL,0,0,0,0
1796,허브 티 로즈마리 tall (iced),차류,397,mL,0,0,0,0
1797,허브 티 로즈마리 grande (hot),차류,510,mL,0,0,0,0
1798,허브 티 로즈마리 grande (iced),차류,454,mL,0,0,0,0
1799,허브 티 쟈스민 플라워 tall (hot),차류,369,mL,0.01,0,0,0
1800,허브 티 쟈스민 플라워 tall (iced),차류,397,mL,0.01,0,0,0
1801,허브 티 쟈스민 플라워 grande (hot),차류,510,mL,0.01,0,0,0
1802,허브 티 쟈스민 플라워 grande (iced),차류,454,mL,0.01,0,0,0
1803,허브 티 베이비 그린티 tall (hot),차류,369,mL,0.01,0,0,0
1804,허브 티 베이비 그린티 tall (iced),차류,397,mL,0.01,0,0,0
1805,허브 티 베이비 그린티 grande (hot),차류,510,mL,0.01,0,0,0
1806,허브 티 베이비 그린티 grande (iced),차류,454,mL,0.01,0,0,0
1807,허브 티 베이비 그린티 venti (hot),차류,680,mL,0,0,0,0
1808,허브 티 베이비 그린티 venti (iced),차류,680,mL,0,0,0,0
1809,유자차 tall,차류,369,mL,225,0,0,58.5
1810,유자차 grande ,차류,510,mL,300,0,0,78
1811,유자차 venti ,차류,680,mL,375,0,0,97.5
1812,후레쉬 티 자몽 tall,차류,369,mL,107.5,0.5,0,27
1813,후레쉬 티 자몽 grande ,차류,510,mL,129,0.6,0,32.4
1814,후레쉬 티 자몽 venti ,차류,680,mL,150.5,0.7,0,37.8
1815,후레쉬 티 레몬 tall (hot),차류,369,mL,105,0.5,0,26.5
1816,후레쉬 티 레몬 tall (iced),차류,397,mL,0,0,0,0
1817,후레쉬 티 레몬 grande (hot),차류,510,mL,126,0.6,0,31.8
1818,후레쉬 티 레몬 grande (iced),차류,454,mL,0,0,0,0
1819,아카시아 꿀차 tall,차류,369,mL,289.86,3.63,7.08,51.31
1820,아카시아 꿀차 grande ,차류,510,mL,367.22,4.65,8.17,67.12
1821,아카시아 꿀차 venti ,차류,680,mL,449.58,5.67,9.26,82.93
1822,바닐라 탐앤치노 tall,스무디류,397,mL,289.01,3.7,6.89,51.03
1823,바닐라 탐앤치노 grande ,스무디류,454,mL,366.37,4.72,7.98,66.84
1824,바닐라 탐앤치노 venti ,스무디류,680,mL,448.73,5.74,9.07,82.65
1825,에스프레소 탐앤치노 tall,스무디류,397,mL,236.14,3.16,7.62,37.15
1826,에스프레소 탐앤치노 grande ,스무디류,454,mL,295.94,4.01,8.85,48.52
1827,에스프레소 탐앤치노 venti ,스무디류,680,mL,360.74,4.86,10.08,59.89
1828,모카 탐앤치노 tall,스무디류,397,mL,303.19,4.54,7.54,53.87
1829,모카 탐앤치노 grande ,스무디류,454,mL,387.44,5.96,8.84,70.66
1830,모카 탐앤치노 venti ,스무디류,680,mL,476.69,7.38,10.13,87.45
1831,캬라멜 탐앤치노 tall,스무디류,397,mL,324.54,3.94,8.27,56.91
1832,캬라멜 탐앤치노 grande ,스무디류,454,mL,426.84,5.17,9.81,77.78
1833,캬라멜 탐앤치노 venti ,스무디류,680,mL,512.74,6.38,11.34,93.32
1834,시나몬 모카 탐앤치노 tall,스무디류,397,mL,261.69,3.45,6.2,46.54
1835,시나몬 모카 탐앤치노 grande ,스무디류,454,mL,315.19,4.35,7.1,56.84
1836,시나몬 모카 탐앤치노 venti ,스무디류,680,mL,373.69,5.25,8,67.14
1837,그린민트 모카 탐앤치노 tall,스무디류,397,mL,333,4.03,8.9,205.32
1838,그린민트 모카 탐앤치노 grande ,스무디류,454,mL,411.96,5.05,10.31,291.14
1839,그린민트 모카 탐앤치노 venti ,스무디류,680,mL,495.92,6.07,11.72,376.96
1840,그린 티 탐앤치노 tall,스무디류,397,mL,338,4.96,8.61,59.94
1841,그린 티 탐앤치노 grande ,스무디류,454,mL,405.22,6.36,10.3,71.6
1842,그린 티 탐앤치노 venti ,스무디류,680,mL,472.44,7.76,11.99,83.26
1843,시나몬 초콜릿 탐앤치노 tall,스무디류,397,mL,339.89,5.55,8.67,58.66
1844,시나몬 초콜릿  탐앤치노 grande ,스무디류,454,mL,406.89,7.05,10.37,69.96
1845,시나몬 초콜릿 탐앤치노 venti ,스무디류,680,mL,473.89,8.55,12.07,81.26
1846,그린민트 초콜릿 탐앤치노 tall,스무디류,397,mL,418.5,6.16,14.3,213.99
1847,그린민트 초콜릿 탐앤치노 grande ,스무디류,454,mL,520.96,7.85,17.11,301.95
1848,그린민트 초콜릿 탐앤치노 venti ,스무디류,680,mL,613.42,9.47,19.32,388.77
1849,자바 칩 탐앤치노 tall,스무디류,397,mL,423.39,6.99,13.23,69.4
1850,자바 칩 탐앤치노 grande ,스무디류,454,mL,531.14,9.08,15.93,88.32
1851,자바 칩 탐앤치노 venti ,스무디류,680,mL,628.89,11.1,18.02,106.11
1852,월넛치노 tall,스무디류,397,mL,621.7,11.35,21,98.33
1853,월넛치노 grande ,스무디류,454,mL,714.57,13.36,23.87,113.13
1854,월넛치노 venti ,스무디류,680,mL,807.44,15.37,26374,127.93
1855,플레인 요거트 스무디 tall,스무디류,397,mL,297.3,7.87,5.36,54.58
1856,플레인 요거트 스무디 grande,스무디류,454,mL,386.1,10.29,7.12,70.46
1857,플레인 요거트 스무디 venti,스무디류,680,mL,461.4,12.11,8.08,85.34
1858,프리미엄 요거트 스무디 tall,스무디류,397,mL,379,2.4,3.2,85
1859,프리미엄 요거트 스무디 grande,스무디류,454,mL,450.75,2.7,3.6,101.7
1860,프리미엄 요거트 스무디 venti,스무디류,680,mL,555,3,4,126.5
1861,프리미엄 스무디 블루베리 tall,스무디류,397,mL,379,2.4,3.2,85
1862,프리미엄 스무디 블루베리 grande,스무디류,454,mL,450.75,2.7,3.6,101.7
1863,프리미엄 스무디 블루베리 venti,스무디류,680,mL,555,3,4,126.5
1864,프리미엄 스무디 유자 tall,스무디류,397,mL,301.55,1.52,2.02,71.66
1865,프리미엄 스무디 유자 grande,스무디류,454,mL,439.83,2.28,3.03,104.24
1866,프리미엄 스무디 유자 venti,스무디류,680,mL,571.35,2.74,3.64,136.32
1867,과일 요거트 스무디 tall,스무디류,397,mL,359,2.4,3.7,79
1868,과일 요거트 스무디 grande ,스무디류,454,mL,426.75,2.7,4.2,94.5
1869,과일 요거트 스무디 venti ,스무디류,680,mL,525,3,4.75,117.5
1870,과일 스무디 딸기 tall,스무디류,397,mL,359,2.4,3.7,79
1871,과일 스무디 딸기 grande ,스무디류,454,mL,426.75,2.7,4.2,94.5
1872,과일 스무디 딸기 venti ,스무디류,680,mL,525,3,4.75,117.5
1873,과일 스무디 망고 tall,스무디류,397,mL,354,2.4,3.7,77
1874,과일 스무디 망고 grande ,스무디류,454,mL,420.75,2.7,4.2,92.1
1875,과일 스무디 망고 venti ,스무디류,680,mL,517.5,3,4.75,114.5
1876,홍시 스무디 tall,스무디류,397,mL,357.2,3.69,3.47,46.64
1877,후레쉬 에이드 자몽 tall,탄산음료류,397,mL,149.65,0.35,0,37.5
1878,후레쉬 에이드 자몽 grande ,탄산음료류,454,mL,204.75,0.45,0,51.3
1879,후레쉬 에이드 망고 venti ,탄산음료류,680,mL,250.25,0.55,0,62.7
1880,후레쉬 쥬스 오렌지 tall,과일.채소음료류,397,mL,105,0.5,0,26
1881,후레쉬 쥬스 오렌지 grande,과일.채소음료류,454,mL,126,0.6,0,31.2
1882,후레쉬 쥬스 오렌지 venti,과일.채소음료류,680,mL,147,0.7,0,36.4
1883,후레쉬 에이드 레몬  tall,탄산음료류,397,mL,147.9,0.35,0,37.15
1884,후레쉬 에이드 레몬  grande,탄산음료류,454,mL,202.5,0.45,0,50.85
1885,후레쉬 에이드 레몬  venti,탄산음료류,680,mL,247.5,0.55,0,62.15
1886,후레쉬 쥬스 자몽 tall,과일.채소음료류,397,mL,107.5,0.5,0,27
1887,후레쉬 쥬스 자몽 grande,과일.채소음료류,454,mL,129,0.6,0,32.4
1888,후레쉬 쥬스 자몽 venti,과일.채소음료류,680,mL,150.5,0.7,0,37.8
1889,후레쉬 주스 오렌지 tall,과일.채소음료류,397,mL,105,0.5,0,26
1890,후레쉬 주스 오렌지 grande,과일.채소음료류,454,mL,126,0.6,0,31.2
1891,후레쉬 쥬스 오렌지 venti,과일.채소음료류,680,mL,147,0.7,0,36.4
1892,블루레몬 에이드 grande,탄산음료류,454,mL,292.6,0.62,0.15,73.15
1893,아이스 티 복숭아 tall,차류,397,mL,179.34,0.42,0,44.1
1894,아이스 티 복숭아 grande,차류,454,mL,256.2,0.6,0,63
1895,아이스 티 복숭아 venti,차류,680,mL,315.98,0.74,0,77.7
1896,아이스 티 레몬 tall,차류,397,mL,180.6,0.42,0,44.52
1897,아이스 티 레몬 grande,차류,454,mL,258,0.6,0,63.6
1898,아이스 티 레몬 venti,차류,680,mL,318.2,0.74,0,78.44
1899,아이스 홍시 tall,과일.채소음료류,397,mL,173,0.66,0.15,26.65
1900,국내산 과일주스 딸기 grande,과일.채소음료류,454,mL,276.2,1.29,0.37,69.94
1901,유자에이드 tall,탄산음료류,397,mL,261.4,0,0,67.1
1902,유자에이드 grande,탄산음료류,454,mL,380.6,0,0,97.9
1903,유자에이드 venti,탄산음료류,680,mL,495,0,0,127.5
1904,아이스블루스노우모카 R,커피류,410,mL,321.9,4.9,0,0
1905,아이스블루스노우모카 L,페이스트리류,580,mL,499.7,8.3,0,0
1906,블루스노우모카 R,커피류,360,mL,416.5,8.5,0,0
1907,블루스노우모카 L,페이스트리류,475,mL,574.8,11,0,0
1908,넘버 원 모카 R,커피류,378,mL,463.7,8.1,0,0
1909,넘버 원 모카 L,페이스트리류,478,mL,541,10.3,0,0
1910,시나몬 크림 모카 R,커피류,251,mL,225.7,7,0,0
1911,시나몬 크림 모카 L,페이스트리류,339,mL,295.6,9.2,0,0
1912,화이트 모카 R,커피류,354,mL,394.8,7.3,0,0
1913,화이트 모카 L,페이스트리류,464,mL,531.6,9.1,0,0
1914,아이스 아메리카노 R,커피류,395,mL,5,0,0,0
1915,아이스 아메리카노 L,페이스트리류,530,mL,10,0,0,0
1916,아메리카노 R,커피류,280,mL,5,0,0,0
1917,아메리카노 L,페이스트리류,450,mL,10,0,0,0
1918,카페라떼 R,커피류,280,mL,161,7.2,0,0
1919,카페라떼 L,페이스트리류,360,mL,205,9,0,0
1920,아이스 카페라떼R,커피류,395,mL,122,5.4,0,0
1921,아이스 카페라떼L,페이스트리류,530,mL,185.5,8.1,0,0
1922,민트모카 R,커피류,369,mL,482.9,10.3,0,0
1923,민트모카 L,페이스트리류,489,mL,631.6,15.6,0,0
1924,아이스 민트모카 R,커피류,424,mL,404.9,6.7,0,0
1925,아이스 민트모카 L,페이스트리류,599,mL,518.4,9.7,0,0
1926,에스프레소 토피넛라떼 R,커피류,356,mL,445.9,8.4,0,0
1927,에스프레소 토피넛라떼 L,페이스트리류,462,mL,598.2,10.8,0,0
1928,아이스 에스프레소 토피넛라떼 R,커피류,411,mL,367.9,4.8,0,0
1929,아이스 에스프레소 토피넛라떼 L,페이스트리류,487,mL,500.7,6.3,0,0
1930,아이스 화이트모카 R,커피류,409,mL,347.3,4.5,0,0
1931,아이스 화이트모카 L,페이스트리류,574,mL,523.6,7.9,0,0
1932,아이스 넘버원모카 R,커피류,403,mL,366.2,3.6,0,0
1933,아이스 넘버원모카 L,페이스트리류,678,mL,567.5,10.3,0,0
1934,아이스 카라멜모카 R,커피류,409,mL,427.6,7.9,0,0
1935,아이스 카라멜모카 L,페이스트리류,554,mL,319.4,5,0,0
1936,아이스 카페모카 R,커피류,409,mL,319.4,5,0,0
1937,아이스 카페모카 L,페이스트리류,574,mL,480.6,8.4,0,0
1938,아이스 연라떼 R,커피류,281,mL,158.5,4.5,0,0
1939,아이스 연라떼 L,페이스트리류,451,mL,267.5,8.1,0,0
1940,아이스 카라멜 마끼아또 R,커피류,274,mL,136.7,2.5,0,0
1941,아이스 카라멜 마끼아또 L,페이스트리류,439,mL,229.8,5.1,0,0
1942,아이스 바닐라라떼 R,커피류,415,mL,154,5.4,0,0
1943,아이스 바닐라라떼 L,페이스트리류,560,mL,331.8,11.3,0,0
1944,아이스 카푸치노 R,커피류,221,mL,41.5,1.5,0,0
1945,아이스 카푸치노 L,페이스트리류,361,mL,92,3.6,0,0
1946,아이스 카라멜 라떼 R,커피류,415,mL,187.6,5.4,0,0
1947,아이스 카라멜 라떼 L,페이스트리류,560,mL,283.9,8.1,0,0
1948,에스프레소,커피류,30,mL,5,0,0,0
1949,콘파냐,페이스트리류,40,mL,32,0,0,0
1950,아포가토,커피류,105,mL,108.4,1.6,0,0
1951,카라멜 라떼 R,탄산음료류,300,mL,226.6,7.2,0,0
1952,카라멜 라떼 L,커피류,360,mL,303.4,9,0,0
1953,바닐라라떼 R,탄산음료류,300,mL,193,7.2,0,0
1954,바닐라라떼 L,커피류,390,mL,253,9,0,0
1955,연라떼 R,탄산음료류,251,mL,223.5,7.5,0,0
1956,연라떼 L,커피류,346,mL,316.2,10.4,0,0
1957,카푸치노 R,탄산음료류,221,mL,126,5.4,0,0
1958,카푸치노 L,커피류,301,mL,170,7.2,0,0
1959,카라멜 마끼아또 R,탄산음료류,244,mL,201.7,5.5,0,0
1960,카라멜 마끼아또 L,커피류,334,mL,278.5,7.3,0,0
1961,카라멜모카 R,탄산음료류,354,mL,396.1,8,0,0
1962,카라멜모카 L,커피류,464,mL,539.1,11.1,0,0
1963,딸기라떼 R,탄산음료류,377,mL,209.3,4.5,0,0
1964,딸기라떼 L,커피류,473,mL,286,4.4,0,0
1965,진저라떼 R,탄산음료류,280,mL,265.4,7.2,0,0
1966,진저라떼 L,커피류,360,mL,359.1,9,0,0
1967,캐시미어 초코 R,탄산음료류,296,mL,533.3,10.2,0,0
1968,캐시미어 초코 L,커피류,421,mL,785,14.9,0,0
1969,토피넛 라떼 R,커피류,316,mL,440.9,8.4,0,0
1970,토피넛 라떼 L,커피류,402,mL,588.2,10.8,0,0
1971,아이스 화이트초코 라떼 R,커피류,396,mL,333.2,4.5,0,0
1972,아이스 화이트초코 라떼 L,커피류,610,mL,543,9,0,0
1973,아이스 초코 라떼 R,커피류,396,mL,323.9,5.9,0,0
1974,아이스 초코 라떼 L,커피류,601,mL,489.9,9.7,0,0
1975,아이스 토피넛 라떼 R,커피류,401,mL,362.9,4.8,0,0
1976,아이스 토피넛 라떼 L,커피류,497,mL,490.7,6.3,0,0
1977,아이스 고구마라떼 R,커피류,490,mL,253.6,4.6,0,0
1978,아이스 고구마라떼 L,커피류,545,mL,398.8,7,0,0
1979,고구마라떼 R,커피류,350,mL,381.3,7.4,0,0
1980,고구마라떼 L,커피류,440,mL,519,11,0,0
1981,오곡라떼 R,커피류,285,mL,341.1,10.2,0,0
1982,오곡라떼 L,커피류,368,mL,474.3,13.5,0,0
1983,아이스 그린티라떼 R,커피류,385,mL,216.3,5.1,0,0
1984,아이스 그린티라떼 L,커피류,530,mL,334.2,8.1,0,0
1985,아이스 오곡라떼 R,커피류,468,mL,296.8,7,0,0
1986,아이스 오곡라떼 L,커피류,523,mL,470.1,11.2,0,0
1987,녹차라떼 R,커피류,263,mL,245.1,7.7,0,0
1988,녹차라떼 L,커피류,330,mL,313.8,9.6,0,0
1989,아이스 홍차라떼 R,커피류,393,mL,238.8,5.4,0,0
1990,아이스 홍차라떼 L,커피류,508,mL,334.3,7.5,0,0
1991,시나몬 크림 초코 R,커피류,211,mL,220.7,7,0,0
1992,시나몬 크림 초코 L,커피류,324,mL,285.3,9.2,0,0
1993,아이스 시나몬크림초코 R,커피류,241,mL,136.2,3.1,0,0
1994,아이스 시나몬크림초코 L,커피류,384,mL,207.3,5.6,0,0
1995,홍차라떼 R,탄산음료류,270,mL,269,7.9,0,0
1996,홍차라떼 L,커피류,345,mL,364.5,10.1,0,0
1997,리얼프리미엄 초코 R,탄산음료류,301,mL,478.1,11.3,0,0
1998,리얼프리미엄 초코 L,커피류,451,mL,715.1,16.9,0,0
1999,리얼프리미엄 모카 R,탄산음료류,274,mL,462.6,8,0,0
2000,리얼프리미엄 모카 L,커피류,424,mL,712.1,12.7,0,0
2001,리얼프리미엄 바닐라 R,기타,243,mL,336.9,6.5,0,0
2002,리얼프리미엄 바닐라 L,커피류,355,mL,509.1,11.2,0,0
2003,초코 라떼 R,기타,311,mL,382.4,8.6,0,0
2004,초코 라떼 L,커피류,401,mL,519.1,11.1,0,0
2005,아이스 민트초코 라떼 R,기타,499,mL,370.3,6,0,0
2006,아이스 민트초코 라떼 L,커피류,531,mL,443.6,7.7,0,0
2007,민트초코 라떼 R,기타,339,mL,448.3,9.6,0,0
2008,민트초코 라떼 L,커피류,436,mL,513.6,11.3,0,0
2009,화이트초코 라떼 R,커피류,311,mL,391.7,7.2,0,0
2010,화이트초코 라떼 L,커피류,410,mL,543,9,0,0
2011,수박 프로스트 R,커피류,525,mL,161.6,14,0,0
2012,수박 프로스트 L,커피류,725,mL,242.4,21,0,0
2013,청포도 프로스트 R,커피류,320,mL,227.2,0,0,0
2014,청포도 프로스트 L,커피류,430,mL,374.4,0,0,0
2015,초코 파르페,커피류,466,mL,598.9,9.2,0,0
2016,딸기치즈 프로스트 R,커피류,420,mL,411.9,6,0,0
2017,딸기치즈 프로스트 L,커피류,601,mL,701.4,9.7,0,0
2018,딸퐁 요거트 프로스트 R,커피류,497,mL,427.4,6.6,0,0
2019,딸퐁 요거트 프로스트 L,커피류,612,mL,545,8.7,0,0
2020,깔라만시 프로스트 R,커피류,405,mL,319.1,4.3,0,0
2021,깔라만시 프로스트 L,커피류,515,mL,468.9,6,0,0
